Title,Company,Links,Ratings,Address,Salary,Job description
Backend Software Engineer,Robin AI,https://uk.indeed.com/rc/clk?jk=931d414766a5c729&fccid=d3e69cb3892a9d99&vjs=3,,London,"£45,000 - £80,000 a year","You will help us build software that will allow our customers to create contracts from a library of templates, and quickly review and edit contracts sent to…"
Software Engineer | Full remote or hybrid opportunities,Reqiva Ltd,https://uk.indeed.com/rc/clk?jk=16f13a6715b2d1cb&fccid=946fa3ef2e6daa21&vjs=3,,Cardiff+16 locations Remote,"£40,000 - £65,000 a year","Applying modern software development practices such as agile, automated testing, refactoring, contagious integration/ continuous delivery and pair programming."
Software Engineer,UCAS,https://uk.indeed.com/rc/clk?jk=b2d526a47e7f801e&fccid=983a0320ebe2937a&vjs=3,3.5,Gloucestershire Remote,"£42,000 a year","To develop software solutions in line with UCAS’ Corporate and IT strategy.
Delivery of software solutions primarily using C#, Web API, and Angular."
Edinburgh Software Engineering Gradate Programme 2022-2023,Accenture,https://uk.indeed.com/rc/clk?jk=0d125ea0e82bef99&fccid=a4e4e2eaf26690c9&vjs=3,4,Edinburgh,"£25,700 a year","Salary: £25,700 plus £1,000 sign-on bonus.
As a key member of project teams, you’ll work side by side with our clients in a variety of s, understanding the…"
Software Quality Engineer,Jaguar Land Rover,https://uk.indeed.com/rc/clk?jk=1315d1c0b263e8cb&fccid=2cdda4b7d766b1a4&vjs=3,3.7,Gaydon,"£40,000 a year","Experience in delivering (or quality monitoring of a delivery) of embedded control systems (or software).
Propulsion Software Group supports Jaguar Land Rover’s…"
Software Engineer,Department for Work and Pensions,https://uk.indeed.com/rc/clk?jk=2723800ab7296fe2&fccid=bde86870b61ac61d&vjs=3,3.7,Leeds,"£35,310 - £55,666 a year","You will also become part of the software engineering community.
Deliver quality software which is easy to maintain and clean to operate and troubleshoot issues…"
Software Engineer,whg,https://uk.indeed.com/rc/clk?jk=f33446f117e2fc9a&fccid=0933901e864d3e84&vjs=3,3.4,Walsall,"£40,869 - £43,397 a year","Knowledge of various approaches to software testing, change management and release automation.
We’re currently recruiting for a Software Engineer to design,…"
Java Developer - Full remote work,Uniting People,https://uk.indeed.com/company/Uniting-People/jobs/Java-Developer-768cf0e71273e0eb?fccid=aef988f1dea8681c&vjs=3,,London Remote,£400 - £550 a day,"£400-£550 per day INSIDE IR35*.
Expert in Java, Springboot, Microservices.
Build API’s to SQL tables.
Ability to carry out unit testing."
Software Developer,develop.,https://uk.indeed.com/rc/clk?jk=45e875e057890011&fccid=18d0aa239188acab&vjs=3,,London Remote,"£45,000 a year","Minimum of 2 years of commercial experience in programming on Oracle databases with PL/SQL and SQL.
Java experience and an aptitude for complex O."
Junior Software Engineer,allpay,https://uk.indeed.com/company/allpay/jobs/Junior-Software-Engineer-72e678a50a2c22ea?fccid=1f2df9b5bdef1d4f&vjs=3,2.9,Hereford HR1,"£20,000 - £30,000 a year",Participate in ‘Agile’ development team to develop software designs and specifications based on system level requirements and in accordance with defined…
Technical Support Engineer/Developer,TalentTECH,https://uk.indeed.com/company/TalentTECH/jobs/Technical-Support-Engineer-Developer-076159096f504f44?fccid=a9abd1c21570fe23&vjs=3,,London Remote,"£65,000 - £75,000 a year","You need to be comfortable with how software languages work, the software development life cycle, and speaking with developers.
Job Types: Full-time, Permanent."
Software Engineer,Silktide,https://uk.indeed.com/rc/clk?jk=8447e24a656ec318&fccid=45234a306888ad5d&vjs=3,,Derby DE24 8HR Remote,"£35,000 - £45,000 a year","You have at least 2 years commercial experience using PHP & MySQL.
You enjoy autonomy and like to take ownership.
Gym membership of your choice."
Junior/Graduate Software Engineer,Yagro,https://uk.indeed.com/company/Yagro/jobs/Junior-Graduate-Software-Engineer-9ac7fd787612a1df?fccid=0ff6f126c5508553&vjs=3,,Cambridge CB23 3AH Remote,"£19,208 - £49,268 a year","Software engineering: 1 year (preferred).
Along-side this, our current core platform will be deployed across multiple instances including international,…"
Software Engineer,Brainpool,https://uk.indeed.com/rc/clk?jk=d861a070b11869f5&fccid=71fbf69b8a010ea5&vjs=3,,Remote,"£25,000 - £40,000 a year","Some examples of these engagements include client scoping programmes, and PoC/MVP software development.
The role will involve working alongside the CTO, and a…"
Control Systems Software Engineer,Datasource,https://uk.indeed.com/rc/clk?jk=2665063e32e779d4&fccid=290ed65fe937e741&vjs=3,,South London,"£40,000 - £55,000 a year","Our client is an industry leader in all aspects of IT, computer network operations and cyber security and is at the forefront of the challenge to find…"
Software Engineer (experienced),Gearset,https://uk.indeed.com/rc/clk?jk=234e114f3058f07f&fccid=5e59d50f728cbb64&vjs=3,5,Cambridge,"£45,000 - £70,000 a year","Enjoy working with a collaborative team of varied disciplines, including software developers, designers, marketers and salespeople."
"Backend Engineer, Security Infrastructure",Monzo,https://uk.indeed.com/rc/clk?jk=c8f0ff2a7ab7f62f&fccid=73da13d58dc1080c&vjs=3,3.9,London,"£75,000 - £100,000 a year","Securing our critical infrastructure, such as Kubernetes, Cassandra, Kafka, and the AWS services, Data Centres and networks they rely on;"
Software Engineer,BAFTA,https://uk.indeed.com/rc/clk?jk=040abc4d4ceff93c&fccid=8179a845a4c867b6&vjs=3,4.5,London,"£36,000 - £50,000 a year",Discounted food and drink from members' club.
"Senior Backend Engineer, Platform",Monzo,https://uk.indeed.com/rc/clk?jk=34ef9936cd47d26e&fccid=73da13d58dc1080c&vjs=3,3.9,London Remote,"£70,000 - £116,000 a year",We're looking for engineers with experience working with Platforms who are software engineers at heart - you're as comfortable writing software to solve…
Remote Software Engineer (experienced),Gearset,https://uk.indeed.com/rc/clk?jk=982c15cf1f3018b6&fccid=5e59d50f728cbb64&vjs=3,5,Remote,"£45,000 - £70,000 a year","Experience working in an agile development team, following software engineering best practices.
Can write code and solve complex problems."
Graduate Software Engineer / Developer,Client Server,https://uk.indeed.com/rc/clk?jk=5b7a95a1df69466f&fccid=892c145157842ceb&vjs=3,4,London,"£40,000 - £50,000 a year",As a Graduate Software Engineer / Developer you could join an R&D team that specialise in developing projects on the backend stack including building new…
Software Engineer,Tes Global,https://uk.indeed.com/rc/clk?jk=06b9cb7c69776f79&fccid=287e5cebcc39195c&vjs=3,3.8,London,"£50,000 - £60,000 a year","The successful candidate will join an ever-evolving agile team that includes Scrum Masters, Product Managers, QA’s, and fellow Engineers."
,Cleo,https://uk.indeed.com/rc/clk?jk=44932564cdd62c05&fccid=f10ee0e995a6389f&vjs=3,,,"£45,066 - £69,041 a year",
Software Developer (Java),iBlocks Ltd,https://uk.indeed.com/company/iBlocks-Ltd/jobs/Software-Developer-1640e576615e5539?fccid=811c0db127251c9b&vjs=3,,London SE1 3UW,"£50,000 - £70,000 a year","The successful candidate will work on our site in a small team with experienced software engineers.
Projects include Smart Ticketing, Journey Planning, Fare…"
Software Developer,Wellcome Sanger Institute,https://uk.indeed.com/rc/clk?jk=13cb6b9c01efd48c&fccid=f824dd84017005a5&vjs=3,3.8,Hinxton,"£34,460 - £40,939 a year","A sound understanding of software lifecycle delivery and development methods.
Knowledge and experience with modern software development practices, including…"
Graduate Software Engineer - Multiple Roles,Oho Group,https://uk.indeed.com/rc/clk?jk=e2c0419116cafb10&fccid=ab643851684611c4&vjs=3,,London,"£30,000 - £40,000 a year","Graduate Software Engineers are required to fill mutiple roles across the Finance, Cybersecurity, Video Streaming and Machine Learning sectors."
Research IT Software Engineer x4 (CO),The University of Manchester,https://uk.indeed.com/rc/clk?jk=265c9fedc9b66bd2&fccid=3de99f351fb4b669&vjs=3,4.2,Manchester M13 9PL,"£33,309 - £40,927 a year","As a member of the Research IT team, you will be responsible for providing software engineering expertise to researchers, research projects and our own…"
Software Engineer,YellowDog,https://uk.indeed.com/rc/clk?jk=9c2cb579af8ba032&fccid=14fb688d92c4c266&vjs=3,,Bristol,"£45,000 - £55,000 a year","Building microservices that provide global compute coordination, resource scheduling, data management, adaptive data transfer, analytics, billing, access…"
Student Scientific Software Engineer - 12 month internship,PerkinElmer,https://uk.indeed.com/rc/clk?jk=a9644c56a69d3d97&fccid=dedb01f1a81e63e6&vjs=3,3.6,Seer Green,"£17,500 a year","You will be writing software test harnesses for development engineers to prove out the system design, writing software programs for use in manufacturing and…"
"Senior Backend Engineer, Payments",Monzo,https://uk.indeed.com/rc/clk?jk=d5f34843d0c8bae0&fccid=73da13d58dc1080c&vjs=3,3.9,London Temporarily Remote,"£90,000 - £116,000 a year","As a senior engineer within payments you should expect to split your time between writing code, designing systems and services, mentoring other engineers, and…"
Content Developer,My Exam Papers Ltd,https://uk.indeed.com/company/My-Exam-Papers-Ltd/jobs/Content-Developer-876f691ce8875603?fccid=802f085d0a18f1f8&vjs=3,,London Remote,£30 - £60 a day,"A fast learner is essential, as job roles will vary between content research and writing for blog posts to the creation of academic material and assistance with…"
Graduate Software Engineer,Ovarro,https://uk.indeed.com/rc/clk?jk=8164aacd16253996&fccid=47e4788f1240e904&vjs=3,,Sheffield,"£23,000 a year","An understanding of how to create and test bespoke software.
Designing and implementing software solutions to be used on critical infrastructure."
Platform Software Engineer - 95% Remote,JJH Talent Recruitment Ltd,https://uk.indeed.com/company/JJH-Talent-Recruitment-Ltd/jobs/Platform-Software-Engineer-a0b4649011f0d4e6?fccid=48b4896d85fcd291&vjs=3,,London Remote,"£50,000 - £85,000 a year","We value quality over quantity and our compensation packages reflect that with highly competitive salaries.
You’ll be hands-on and have tangible business impact…"
Software Engineering Internship 2022,Gearset,https://uk.indeed.com/company/Gearset/jobs/Software-Engineering-Internship-d3e2edbdb7485c40?fccid=5e59d50f728cbb64&vjs=3,5,Cambridge,£425 a week,"*You must be a current student studying for a Bachelor’s or Masters degree.*.
*This is not a role that we can provide visa sponsorship for.*."
Software Integration Engineer,Noa,https://uk.indeed.com/rc/clk?jk=cc435eeb76cc6e34&fccid=c9be8141a4ec5350&vjs=3,,Milton Keynes Remote,"£70,000 a year","Their UK office is based in Milton Keynes and the work from home expectation is flexible to suit you.
Excellent experience developing bespoke integrations with…"
Software Development Tutor (HTML & CSS) - Remote,Learning Curve Group,https://uk.indeed.com/rc/clk?jk=bae86e46e099c120&fccid=03bbabade252c8ac&vjs=3,3.8,Remote,"£28,000 - £35,000 a year","This role requires a highly motivated and self-driven person to deliver teaching, learning and assessment to learners at Learning Curve Group."
Backend Engineer,Otto Car,https://uk.indeed.com/rc/clk?jk=19c3a724dcd0ae25&fccid=309e5dc24eb49f60&vjs=3,,London,"£40,000 - £60,000 a year","You don't need to have a computer science (or similar) degree for this role.
You feel comfortable designing, developing and working with REST APIs and/or Lambda…"
Software Engineer,Lloyds Banking Group,https://uk.indeed.com/rc/clk?jk=7e92dead0fed28a0&fccid=6423597f1cdb7b53&vjs=3,3.8,Edinburgh,"£39,717 - £44,130 a year","Delivering software in containerised (Docker and Kubernetes) micro-services.
The successful candidate will work with colleagues as part of a multi-disciplinary,…"
Junior Software Engineer,Clear Vertical,https://uk.indeed.com/rc/clk?jk=ae10bf8bf5aba360&fccid=a7a4e81f4cf6d85d&vjs=3,,Blisworth Remote,"£20,000 - £25,000 a year","NET WebForms) perhaps from doing a related degree or from a year or so of commercial experience.
We are looking for a Junior Software Engineer, ideally with…"
Software Engineer,IAG Loyalty,https://uk.indeed.com/rc/clk?jk=1469c3bb7afd25dd&fccid=54b6888f40267a17&vjs=3,,London,"£75,000 a year","Respond to and troubleshooting production issues and continuously learning from them, so we can build better and more reliable software for the future."
Graduate Software Engineer,Imosphere Ltd,https://uk.indeed.com/company/Imosphere-Ltd/jobs/Graduate-Software-Engineer-8f5cb783ea36871a?fccid=f8b89cda9e04074e&vjs=3,,Nottingham NG1 7AR Remote,"£26,000 a year","Gain working knowledge of the suite of Imosphere software products.
Software development tools such as source control, automated deployment and automated…"
Graduate Software Developer,TPP,https://uk.indeed.com/rc/clk?jk=91d0be8d3c4c30e1&fccid=522cbf7e2e39557f&vjs=3,3,Leeds LS18 5PX,"£50,000 a year","Developers at TPP are involved in the full software cycle, and work closely with all teams across the company to scope out new projects and design, develop and…"
Graduate Software Engineer,Microlise,https://uk.indeed.com/rc/clk?jk=2d8f98d4020d9dbd&fccid=4c9c2c33a3f96422&vjs=3,3.5,Nottingham,"£25,000 a year","Training in patterns, principles and best practices of software development craftmanship.
Training in best practice software development processes and…"
Junior React Developer,iO Associates,https://uk.indeed.com/company/iO-Associates/jobs/Junior-React-Developer-aab248183363dffa?fccid=abcd0e259872ec23&vjs=3,,Reading Remote,"£40,000 a year","Not only will you be working within the product development team solving complex problems, but you will be creating outstanding user experiences for their…"
Frontend Software Engineer - Flutter,Reqiva Ltd,https://uk.indeed.com/rc/clk?jk=60733fd9cb38e72a&fccid=946fa3ef2e6daa21&vjs=3,,Oxford,"£50,000 - £60,000 a year","The frontend software engineer will be responsible for the design, development and maintenance of their user facing applications."
Software Developer,Royal Pharmaceutical Society,https://uk.indeed.com/rc/clk?jk=d99182b9e55e186a&fccid=888cbed796342363&vjs=3,3.4,London E1W 1AW Temporarily Remote,"£47,000 a year","Able to demonstrate commercial web software development experience.
You’ll develop and maintain Pharmaceutical Press’s publishing software, systems and customer…"
SQL Developer,OSB Group,https://uk.indeed.com/rc/clk?jk=b60f9f1c1f80c198&fccid=a369a50bd146d08d&vjs=3,3,Chatham ME4,"£32,000 - £45,000 a year","In this role, you will be responsible for delivering new and changes to existing BI reporting, data extraction and transformation for identified and agreed…"
Apprentice Developer,London Borough of Barking and Dagenham,https://uk.indeed.com/rc/clk?jk=a7a4f908d2533783&fccid=2178b2e6f3462343&vjs=3,3.9,London Remote,"£19,801 a year",IMPORTANT : Apprenticeship opportunities are for residents only of London Borough of Barking & Dagenham and care leavers should be offered an interview if they…
Senior Software Engineer,WeGift,https://uk.indeed.com/company/WeGift/jobs/Senior-Software-Engineer-5656a2d18e73cad9?fccid=189900460d1d38f9&vjs=3,,London,"£60,000 - £75,000 a year","A passion for promoting software engineering best practice, guiding and mentoring more junior engineers to deliver clean, scalable, and reusable code."
Software Engineer,Initialize,https://uk.indeed.com/rc/clk?jk=c7e57a13223872b8&fccid=7094c5f894fad2d6&vjs=3,,London,"£50,000 - £70,000 a year","Work closely with Product Owner, Agile Coach, QA and development Unit members in an agile environment to collaborate and influence new development."
Junior Software Engineer,BoogieSearch,https://uk.indeed.com/company/BoogieSearch/jobs/Junior-Software-Engineer-dd139235084e69a1?fccid=99c8317febc869c0&vjs=3,,Brighton BN1 4DU,"£25,000 - £40,000 a year","We partner with event promoters to provide event goers rewards for attending the events they love.
This product aims to revolutionise the way you attend…"
Software Engineer,Cronofy,https://uk.indeed.com/company/Cronofy/jobs/Software-Engineer-78e5e299a17f2a7a?fccid=e030bbc2c09eb00e&vjs=3,,London Remote,"£45,000 - £60,000 a year","Practices such as pairing are neither mandated nor discouraged.
Github PRs require the automated test suite to pass (which you will likely have added to), and…"
Junior .NET Developer,Foxtons,https://uk.indeed.com/rc/clk?jk=47a7069f8c12231a&fccid=5f7a99031d8bfb07&vjs=3,3.5,London W4 5BE,"£20,000 - £35,000 a year","They create all of the bespoke products for our CRM, Customer Portal, Website and HR systems.
The team runs full lifecycle development projects from business…"
Python Software Engineer,AJ Connect,https://uk.indeed.com/rc/clk?jk=b6ee98b464d3079a&fccid=05184e6e714d47ca&vjs=3,,Leeds LS1 4JB Remote,"£45,000 - £60,000 a year","They are PhD level researchers, leading engineers and a passionate team of highly experienced Google Shopping specialists striving to build solid scalable…"
Undergraduate - Marketing / Sales / Support / Software Devel...,Microspot Limited,https://uk.indeed.com/rc/clk?jk=abd4352cfcf70800&fccid=17d27044cbd89abc&vjs=3,,Aylesford,"£14,000 a year","Microspot Limited, founded in 1964, specializes in the development of CAD software for Mac OS X and Windows.
And as we breakthrough into new markets, we need to…"
Software Engineer,MBDA,https://uk.indeed.com/rc/clk?jk=7f1618b7c80565a5&fccid=d2734ffcb9518ed3&vjs=3,3.8,Bristol,"£60,000 a year","Our team works across new and existing software products building overall product knowledge.
We develop and support a wide variety of software products ranging…"
Software Test Engineer,Reqiva Ltd,https://uk.indeed.com/rc/clk?jk=fb235cb28930bf02&fccid=946fa3ef2e6daa21&vjs=3,,Oxfordshire,"£40,000 a year","Relevant experience as a software test engineer.
Experience in software and hardware testing.
This company develop performance software and hardware products…"
Software Engineer,Synapri,https://uk.indeed.com/rc/clk?jk=07c82803dbd220d7&fccid=447163ca34a4b3d8&vjs=3,,Remote,"£60,000 - £75,000 a year",Our client are looking for an experienced software engineer to join the team and help build and shape commerce platforms for the next stage in growth.
Robotics Software Engineer,Vaarst,https://uk.indeed.com/rc/clk?jk=efe60815fda87356&fccid=76fc6fd2eeb8bb8a&vjs=3,,Bristol BS1 3AE,"£65,000 a year","This will be a hands-on role providing opportunity to trial and evaluate on advanced robotic vehicles.
Work with cutting edge tech supporting the design,…"
Research Associate in Software Engineering,King's College London,https://uk.indeed.com/rc/clk?jk=2bb42db3a120cdb2&fccid=a839176e8efaac60&vjs=3,4.1,London,"£38,826 - £45,649 a year","Knowledge of software development cycles.
This role requires excellent software development skills, including requirement analysis, design, development, testing…"
Senior Software Engineer (Fully Remote),La Fosse Associates,https://uk.indeed.com/rc/clk?jk=4a8d7c02bab960fb&fccid=eef0ccdb6f0c00eb&vjs=3,4.8,London Remote,"£70,000 - £95,000 a year","Software Engineer, Scala Developer, Java Developer, Full Stack Developer, Engineer, Developer.
£70000 - £95000 per annum + Company Equity."
Graduate/Junior Software Engineer,HGL Dynamics,https://uk.indeed.com/rc/clk?jk=cfac92cd0af746a7&fccid=463ad34e2507c8df&vjs=3,,Godalming,"£21,000 - £27,000 a year","The main responsibilities will entail developing and delivering quality, maintainable software within given (and sometimes challenging) time-scales."
Back End Engineer,Learnerbly,https://uk.indeed.com/rc/clk?jk=1429e767678daa99&fccid=7b7ea99aea3a866c&vjs=3,2,London SW1A 2DX Remote,"£50,000 - £70,000 a year","Collaborating with your team to deliver high quality software, this includes Product, Design, QA as well as Engineering.
Enabling teams manage tech debt."
Junior Devops Engineer – AWS –,Shift F5,https://uk.indeed.com/rc/clk?jk=cd924256a5e6a01d&fccid=51cdf18e3e4b5a5a&vjs=3,,Cambridge,"£40,000 - £50,000 a year",A successful and well-known tech business are now hiring for a technical and client orientated DevOps engineer with some AWS experience to join their team.
Graduate Software Engineer,Oscar Technology,https://uk.indeed.com/rc/clk?jk=d2f81453decf4aaa&fccid=45bbe51921b6fa22&vjs=3,3.9,Cheshire,"£50,000 - £55,000 a year",Skills: First Class Degree in Software Engineering or an IT related Degree with solid technical skills/knowledge in Java with its latest frameworks.
Software Developer,Domino's Pizza Corporate,https://uk.indeed.com/rc/clk?jk=c0a6a672db478539&fccid=788a7fd79eec1d60&vjs=3,3.5,Milton Keynes Temporarily Remote,"£49,000 - £52,000 a year","An understanding of the SOLID Principles of software development and how they are applied.
As a Software Developer you will develop across the full development…"
Software Engineer,Science and Technology Facilities Council (STFC),https://uk.indeed.com/rc/clk?jk=b514bd995cbcf852&fccid=07bbe76fa3c36be2&vjs=3,3.9,Didcot,"£31,931 - £44,166 a year",You are also likely to support the hardware engineers and scientists by providing electrical ground support equipment (EGSE) software.
Lead .Net Developer - FULLY REMOTE - UK,Uniting People,https://uk.indeed.com/company/Uniting-People/jobs/Lead-Net-Developer-272a9ed3e24cabe6?fccid=aef988f1dea8681c&vjs=3,,Derby Remote,"£58,634 - £63,841 a year","Working throughout our software processes, design through to deployment.
Driving the technical and process direction of the team."
Customer Service Manager (Developer Services),Northumbrian Water,https://uk.indeed.com/rc/clk?jk=b85343fde28783f5&fccid=a8160764c6b93bba&vjs=3,3.7,Chelmsford Remote,"£61,000 a year","Contract Type: Full Time-Permanent.
Customer Service Manager (Developer Services).
You’ll have accountability for the water aspects of the Developer Measure of…"
Graduate Software Engineer - to start July 2022 onwards,Riverbright Recruitment,https://uk.indeed.com/company/Riverbright-Recruitment/jobs/Graduate-Software-Engineer-ebf9f95de8c0c7eb?fccid=c3cc23e415df6bd3&vjs=3,,Uxbridge Remote,"£40,000 a year","• Graduate Software Developer / Graduate Developer / Graduate Engineer*.
• Cyber and Video Security, Computer Vision, Machine Learning*."
Full Stack Software Engineer,Rothamsted Research,https://uk.indeed.com/company/Rothamsted-Research/jobs/Full-Stack-Software-Engineer-9c21e69d62980701?fccid=94d29855da65a437&vjs=3,4.2,Harpenden AL5 Temporarily Remote,"£37,890 - £41,438 a year",KnetMiner (https://knetminer.com) is an innovative knowledge platform that uses Linked Data and Knowledge Graph technologies to help scientists see through…
Frontend Developer,PODFather,https://uk.indeed.com/rc/clk?jk=06a3f388871512d8&fccid=9c5902b94cb0523f&vjs=3,,Remote,"£32,500 - £45,000 a year","As a front end developer you will use your UX experience to help plan & execute projects.
You will work with the team to develop, deliver & improve high quality…"
